,,,,,,,,,
KAMAK ASSOCIATES,,,,,,,,,
LIST OF Items   PERIOD FROM 01-04-2024 TO 14-10-2024,,,,,,,,,
,,,,,,,,,
S.No,Item Code,Item Name,Group,Brand,Model,MRP,Net Sal Qty,Close Qty,Close Val
403,C898E46,Parryware C898e46 Luco Long Pedestal,SANITARY,PARRYWARE,LUCO,1620,1,1,867.00
404,C898J7C,PARRYWARE C898J7C FLOAT BOWL BASIN BLACK,CRESTIA,PARRYWARE,FLOAT,15290,,2,15781.3
405,C898K5R,PARRYWARE C898K5R DIYA BOWL BASIN GREY,CRESTIA,PARRYWARE,DIYA,10370,,1,2803.53
406,C898O46,PARRYWARE C898O46 GENIUS ROUND INTEGRATED BASIN,CRESTIA,PARRYWARE,GENIUS,11780,,1,
407,C898U46,PARRYWARE C898U46 OVAL BOWL BASIN,SANITARY,PARRYWARE,Primary,5350,,1,2812.00
408,C898Z46,PARRYWARE C898Z46 LUXURY 600 BOWL BASIN WH,CRESTIA,PARRYWARE,LUXURY,9730,,1,4948.00
409,C899F46,PARRYWARE C899F46 VIVA SINGLE PIECE 220MM,CRESTIA,PARRYWARE,VIVA,14490,31,4,29872.96
410,C890U46,PARRYWARE CONFIDENT RIMLESS WALVIT PAN,CRESTIA,PARRYWARE,CONFIDENT,14230,12,5,33508.3
411,G3185A1,PARRYWARE CRUST G3185A1 ULTRA HF UPPER TRIM,CP,PARRYWARE,CRUST,1740,6,4,3164.52
412,T9880A1,PARRYWARE CUTE T9880A1 ANGLE VALVE,CP,PARRYWARE,CUTE,630,700,21,6622.77
413,E80904H,PARRYWARE E80904H ECO AM SLIMLINE  FLUSH TANK MOON IVORY,SANITARY,PARRYWARE,ECO-AM,2490,1,1,1318.97
414,E8090CS1C,PARRYWARE E8090CS1C SLIMLINE ECO SMART FLUSH TANK WH,SANITARY,PARRYWARE,SLIMLINE,1720,131,16,14880.00
415,E80944H,PARRYWARE E80944H SOLID AM SEAT COVER MOON IVORY,SANITARY,PARRYWARE,SOLID AM,1770,1,1,939.99
416,E80941C,PARRYWARE E8094 SOLID AM SEAT COVER WHITE,SANITARY,PARRYWARE,SOLID AM,1260,34,6,4072.08
417,E811399,PARRYWARE E811399 NIAGARA URINAL SPREADER,SANITARY,PARRYWARE,NIAGARA,400,,6,1326.84
418,E812599,PARRYWARE E812599 LINEA PLUS  CONCEALED CISTERN WITH HALF FR,SANITARY,PARRYWARE,LINEA PLUS,6990,16,1,5015.72
419,E82921C,PARRYWARE E8292 DURASHEEN HUSH SEAT COVER WHITE,SANITARY,PARRYWARE,DURASHEEN,1790,3,4,3785.6
420,E83191C,PARRYWARE E8319 HEXA SLIMLINE PRO DUAL FLUSH WHITE,SANITARY,PARRYWARE,HEXA,1800,85,10,12167.1
421,E83411C,PARRYWARE E83411C COMFORT PLUS REGULAR SEAT COVER WHITE,SANITARY,PARRYWARE,COMFORT,900,95,10,4354.8
422,E8342A1,PARRYWARE E8342A1 CRUST HEALTH FAUCET,CP,PARRYWARE,CRUST,1700,15,4,3413.24
423,E83481C,PARRYWARE E8348 UNO FLUSH TANK WHITE,SANITARY,PARRYWARE,UNO,1460,1,1,575.71
424,E8353A1,PARRYWARE E8353A1 CORAL NEO HEALTH FAUCET WITH HOSE & HOOK,CP,PARRYWARE,CORAL NEO,870,105,25,11195.75
425,E83731C,PARRYWARE E8373 GLAMOUR FLUSH TANK,SANITARY,PARRYWARE,GLAMOUR,1780,42,5,4706.95
426,E8380A1,PARRYWARE E8380A1 PLUTO OVERHEAD SHOWER W ARM,CP,PARRYWARE,PLUTO,1150,17,6,3763.8
427,E8383A1,Parryware E8383a1 Primo Health Faucet,CP,PARRYWARE,Primary,1020,5,5,1391.25
428,T9830A1,"""""""PARRYWARE EXTENSION NIPPLE  1""""""""""""""",CP,PARRYWARE,Primary,109.40,274,44,41673.28
429,FCAF0401,Parryware Fcaf0401 Esprit De Rome 100ml,SPARES,PARRYWARE,Primary,99,2,4,207.68
430,FCFC0303,PARRYWARE FCFC0303 FLOOR CLEANER - SUPER LIME500M,SPARES,PARRYWARE,ESSENTIALS,110,1,4,228.36
431,FCKC0103,PARRYWARE FCKC0103 SWIPE N SHINE KITCHEN CLEANER 500ML,SPARES,PARRYWARE,Primary,249,,4,524.00
432,FCSC0603,PARRYWARE FCSC0603 SANCLEAN PRO TOILET CLEANER,SPARES,PARRYWARE,Primary,130,4,4,292.00
433,FCSF0103,PARRYWARE FCSF0103 SMARTFLUSH CITRUS 500 CLEANER,SPARES,PARRYWARE,Primary,325,3,5,860.00
434,FCFC0103,PARRYWARE FLOOR CLEANER -ALL DAY FRESH  500ML,SPARES,PARRYWARE,ESSENTIALS,103,3,3,171.27
435,G0132A1,PARRYWARE G0132A1  SHOWER ARM & FLANGE  15mm,CP,PARRYWARE,Primary,650,7,11,3707.00
436,G0202A1,PARRYWARE G0202A1 JADE PILLAR COCK,CP,PARRYWARE,JADE,1390,10,8,5262.16
437,G0204A1,PARRYWARE G0204A1 JADE BIB COCK  15mm,CP,PARRYWARE,JADE,1320,11,9,5579.37
438,G0206A1,PARRYWARE G0206A1 JADE LONG BODY BIBCOCK,CP,PARRYWARE,JADE,1700,29,10,8019.4
439,G0217A1,PARRYWARE G0217A1 JADE 3-IN-1 WALL MIXER WITH BEND  15mm,CP,PARRYWARE,JADE,6320,2,6,19116.9
440,G0221A1,PARRYWARE G0221A1 JADE SINK COCK,CP,PARRYWARE,JADE,2360,13,3,3351.96
441,G022EA1,PARRYWARE G022EA1 JADE 2 - IN-1 WALL MIXER WITH BEND,CP,PARRYWARE,JADE,6100,6,4,11782.52
442,G0235A1,PARRYWARE G0235A1 JADE SINK MIXER  15mm,CP,PARRYWARE,JADE,4400,,2,4251.74
443,G0238A1,PARRYWARE G0238A1 JADE DECK MOUNTED SINK COCK,CP,PARRYWARE,JADE,2720,,8,10264.88
444,G0253A1,PARRYWARE G0253A1 JADE ANGLE VALVE,CP,PARRYWARE,JADE,1230,,2,1171.32
445,G0268A1,PARRYWARE  G0268A1 JADE SWAN NECK PILLAR COCK,CP,PARRYWARE,JADE,2440,5,1,1148.85
446,G2013A1,PARRYWARE G2013A1 LAPIS NEO,CP,PARRYWARE,LAPIS NEO,2530,2,2,1265.82
447,G2302A1,PARRYWARE G2302A1 EUCLID PILLAR COCK,CP,PARRYWARE,EUCLID,2340,5,6,
448,G2365A1,PARRYWARE G2365A1 EUCLID SL BASIN MIXER,CP,PARRYWARE,EUCLID,4270,2,3,
449,G2714A1,PARRYWARE G2714A1 ALPHA BASIN MIXER,CP,PARRYWARE,ALPHA,3150,1,1,1523.7
450,G2716A1,PARRYWARE G2716A1 ALPHA 2-IN-1 WALL MIXER,CP,PARRYWARE,ALPHA,5790,,4,10946.08
451,G2721A1,PARRYWARE G2721A1 ALPHA WALL MOUNTED SINK COCK,CP,PARRYWARE,ALPHA,2150,,8,8296.96
452,G2722A1,PARRYWARE G2722A1 ALPHA PILLAR COCK,CP,PARRYWARE,Primary,1470,14,11,7403.99
453,G2738A1,PARRYWARE G2738A1 ALPHA DECK MTD SINK COCK,CP,PARRYWARE,ALPHA,2580,2,1,1245.27
454,G2754A1,PARRYWARE G2754A1 ALPHA SINGLE LEVER WALL MIXER WITH OHS,CP,PARRYWARE,ALPHA,7360,2,2,6905.74
455,G2766A1,PARRYWARE G2766A1 ALPHA MID PILLAR COCK,CP,PARRYWARE,ALPHA,2640,6,1,1234.45
456,G2780A1,PARRYWARE G2780A1 ALPHA BIB COCK WITH AREATOR,CP,PARRYWARE,ALPHA,1330,,5,1710.8
457,G2796A1,PARRYWARE G2796a1 ALPHA CON.PILLAR COCK UPPER TRIM,CP,PARRYWARE,ALPHA,1600,,1,607.83
458,G2797A1,PARRYWARE G2797A1 ALPHA CONC. PILLAR COCK BODY,CP,PARRYWARE,ALPHA,1560,,1,699.1
459,G291XA1,PARRYWARE G291XA1 CLARET SINGLE LEVER W/M SINK MIXER,CP,PARRYWARE,CLARET,4450,3,1,1146.15
460,G3118A1,PARRYWARE G3118A1 CRUST SINGLE LEVER WALL MIXER,CP,PARRYWARE,CRUST,5810,2,2,5891.16
461,G3121A1,PARRYWARE G3121A1 CRUST SINK COCK,CP,PARRYWARE,CRUST,2950,,2,3004.16
462,G3127A1,PARRYWARE G3127A1 CRUST BATH SPOUT,CP,PARRYWARE,CRUST,1490,2,2,1506.58
463,G3128A1,PARRYWARE G3128A1 CRUST BATH SPOUT WITH DIVERTOR,CP,PARRYWARE,CRUST,1810,7,5,4595.4
464,G3164A1,PARRYWARE G3164A1 CRUST TALL PILLAR TAP,CP,PARRYWARE,CRUST,3480,,2,3398.8
465,G3302A1,PARRYWARE G3302A1 AGATE PRO PILLAR COCK,CP,PARRYWARE,AGATE PRO,1900,7,5,4491.8
466,G3303A1,PARRYWARE  G3303A1  AGATE PRO  GATE PRO SWAN NECK PILLAR COC,CP,PARRYWARE,AGATE PRO,2850,,2,2748.24
467,G3304A1,PARRYWARE G3304A1 AGATE PRO BIB COCK,CP,PARRYWARE,AGATE PRO,1810,16,9,7841.97
468,G3314A1,PARRYWARE G3314A1 AGATE PRO SL BASIN MIXER,CP,PARRYWARE,AGATE PRO,3570,,1,
469,G3316A1,PARRYWARE G3316A1 AGATE PRO WALL MIXER 2 IN 1,CP,PARRYWARE,AGATE PRO,7120,2,3,10101.81
470,G3321A1,PARRYWARE G3321A1 AGATE PRO SINK COCK,CP,PARRYWARE,AGATE PRO,2640,7,2,2522.98
471,G3334A1,PARRYWARE G3334A1 AGATE PRO TWO WAY BIB COCK,CP,PARRYWARE,AGATE PRO,2550,4,4,4916.2
472,G3351A1,PARRYWARE G3351A1 AGATE PRO UPPER TRIM,CP,PARRYWARE,AGATE PRO,630,3,4,684.32
473,G3801A1,PARRYWARE G3801A1 PLUTO PILLAR COCK,CP,PARRYWARE,PLUTO,1280,7,6,3530.34
474,G3804A1,PARRYWARE G3804A1 PLUTO BIB COCK,CP,PARRYWARE,PLUTO,1150,4,10,5505.5
475,G3806A1,PARRYWARE G3806A1 PLUTO LONG BODY BIB COCK,CP,PARRYWARE,PLUTO,1350,9,11,7294.98
476,G3815A1,PARRYWARE G3815A1 PLUTO S/L BASIN MIXER,CP,PARRYWARE,PLUTO,3760,,1,1855.29
477,G3816A1,PARRYWARE G3816A1 PLUTO 2 IN 1 WALL MIXER,CP,PARRYWARE,PLUTO,5630,7,5,7242.15
478,G382KA1,Parryware G382ka1 Pluto Hf Upper Trim,CP,PARRYWARE,PLUTO,1350,2,2,
479,G3834A1,PARRYWARE G3834A1 PLUTO 2 WAY BIB COCK,CP,PARRYWARE,PLUTO,1810,27,15,13150.95
480,G3879A1,PARRYWARE G3879A1 PLUTO NOZZLE BIB COCK,CP,PARRYWARE,PLUTO,1190,13,9,5295.51
481,G3885A1,PARRYWARE G3885A1 PLUTO H/F CON DIV UPPER TRIM,CP,PARRYWARE,PLUTO,1420,,1,699.1
482,G4836A1,PARRYWARE G4836A1 EDGE SINK COCK,CP,PARRYWARE,EDGE,2800,,4,5388.36
483,G4864A1,PARRYWARE G4864A1 EDGE TALL PILLAR COCK,CP,PARRYWARE,EDGE,3410,5,1,1646.24
484,G4888A1,Parryware G4888a1 Edge Hf Con Div,CP,PARRYWARE,EDGE,3750,31,16,38224.00
485,G5053A1,PARRYWARE G5053A1JADE CONCEALED BODY 3/4,CP,PARRYWARE,JADE,1190,3,6,3881.76
486,G522KA1,PARRYWARE G522KA1 CLARET ULTRA HF UPPER TRIM,CP,PARRYWARE,CLARET,1470,1,2,1486.00
487,G5234A1,PARRYWARE G5234A1 CLARET TWO WAY BIB COCK,CP,PARRYWARE,CLARET,1780,104,28,23640.12
488,G5249A1,PARRYWARE G5249A1 CLARET T/M SINGLE LEVER SINK MIXER,CP,PARRYWARE,CLARET,5750,,2,2959.32
489,G5279A1,PARRYWARE G5279A1 CLARET BIB COCK W NOZZLE,CP,PARRYWARE,CLARET,1170,49,8,4534.16
490,G5284A1,PARRYWARE G5284A1 CLARET 3 INLET UPPER TRIM,CP,PARRYWARE,CLARET,1530,,1,
491,G5285A1,PARRYWARE G5285A1 CLARET HI FLOW CONCEALED DIVERTER UPPER TR,CP,PARRYWARE,CLARET,1470,3,2,701.62
492,G541PA1,PARRYWARE G541PA1 PILLAR COCK AC/DC,CP,PARRYWARE,Primary,6260,,1,3099.00
493,G541UA1,PARRYWARE G541UA1 SENSOR TALL PILLAR COCK AC/DC,CP,PARRYWARE,Primary,6350,,1,3146.00
494,G5727A1,PARRYWARE G5727A1 AQUA WALL SPOUT,CP,PARRYWARE,Primary,1210,3,8,
495,G572XA1,PARRYWARE G572XA1 WALL SPOUT LARGE,CP,PARRYWARE,Primary,1740,,1,
496,G5834A1,PARRYWARE G5834A1 PRASEO 2 WAY BIB COCK,CP,PARRYWARE,PRASEO,1770,12,13,
497,G730199,PARRYWARE G730199 JADE INNER FITTINGS,SPARES,PARRYWARE,JADE,250,,2,290.28
498,G754499,PARRYWARE G754499 AGATE INNER HEAD QUATER TURN,SPARES,PARRYWARE,AGATE,250,,2,290.28
499,C01311C,PARRYWARE NEW C01311C ASIAN PAN  500MM WHITE,SANITARY,PARRYWARE,NEW ASIAN PAN,3070,31,7,11156.67
500,PCF095002,"PARRYWARE PCF095002 CPVC CLARET SHOWER VALVE 3/4""",CP,Pvc,CLARET,1113,6,3,1769.64
501,PCF095003,"PARRYWARE PCF095003 CLARET PVC CONCEALED VALVE  1""",CP,Pvc,CLARET,1543,3,2,
502,PCF096002,"PARRYWARE PCF096002 CPVC JADE SHOWER VALVE 3/4""",CP,Pvc,JADE,1124,9,1,595.00
503,FCSC0503,PARRYWARE SANCLEAN FCSC0503 TOILET CLEANER 500ML,SPARES,PARRYWARE,ESSENTIALS,93,8,1,51.55
504,T0721A1,PARRYWARE T0721A1 PLUTO W/M SINK COCK,CP,PARRYWARE,PLUTO,1960,2,4,3849.32
505,T0742A1,PARRYWARE T0742A1 PLUTO TALL PILLAR COCK,CP,PARRYWARE,PLUTO,2470,1,1,1196.49
506,T1303A1,PARRYWARE T1303A1 PRASEO PILLAR COCK S/N LEFT HAND,CP,PARRYWARE,PRASEO,1940,,1,908.27
507,T131SA1,PARRYWARE T131SA1 PRASEO PILLAR COCK,CP,PARRYWARE,PRASEO,1510,60,24,17841.12
508,T1321A1,PARRYWARE T1321A1 PRASEO W/M SINK COCK,CP,PARRYWARE,PRASEO,1770,32,6,5084.4
509,T132DA1,PARRYWARE T132DA1 PRASEO S/L BASIN MIXER,CP,PARRYWARE,PRASEO,3540,,1,1598.48
510,T1342A1,PARRYWARE T1342A1 PRASEO TALL PILLAR COCK,CP,PARRYWARE,PRASEO,2470,18,4,4256.6
511,T1354A1,PARRYWARE T1354A1 PRASEO 2 IN 1 WALL MIXER,CP,PARRYWARE,PRASEO,5520,25,5,12804.1
512,T1370A1,PARRYWARE T1370A1 PRASEO BIB COCK,CP,PARRYWARE,PRASEO,1110,18,14,7414.68
513,T1371A1,PARRYWARE T1371A1 PRASEO LONG BODY,CP,PARRYWARE,PRASEO,1330,43,15,9217.8
514,T171LA1,PARRYWARE T171LA1 NATURAL FLOW BASIN MIXER,CP,PARRYWARE,Primary,8100,1,1,2084.21
515,T2316A1,PARRYWARE T2316A1 QUATTRO 2 IN 1 WALL MIXER,CP,PARRYWARE,QUATTRO,7220,6,1,3848.44
516,T2317A1,PARRYWARE T2317A1 QUATTRO 3 IN 1 WALL MIXER,CP,PARRYWARE,QUATTRO,7440,1,2,
517,T2327A1,PARRYWARE T2327A1 QUATTRO BATH SPOUT,CP,PARRYWARE,QUATTRO,1640,4,2,1924.66
518,T2385A1,PARRYWARE T2385A1 QUATTRO H/F UPPER TRIM,CP,PARRYWARE,QUATTRO,1960,14,5,6335.00
519,T3201A1,PARRYWARE T3201A1  BOTTLE TRAP LIGHT,CP,PARRYWARE,Primary,1640,21,7,5260.71
520,T3302A1,PARRYWARE T3302A1  CONCFLUSH VALVE  40mm,CP,PARRYWARE,Primary,4150,17,5,11405.05
521,T4601A1,PARRYWARE T4601A1 CLARET PILLAR COCK,CP,PARRYWARE,CLARET,1210,112,21,12129.18
522,T4604A1,PARRYWARE T4604A1 CLARET BIB COCK,CP,PARRYWARE,CLARET,1130,60,8,4188.16
523,T4606A1,PARRYWARE T4606A1 CLARET LONG BODY BIB COCK,CP,PARRYWARE,CLARET,1320,104,14,8906.1
524,T4616A1,PARRYWARE T4616A1 CLARET 2-IN-1 WALL MIXER,CP,PARRYWARE,CLARET,5550,60,7,18632.18
525,T4617A1,PARRYWARE T4617A1 CLARET WALL MIXER 3-IN-1,CP,PARRYWARE,CLARET,6480,21,5,8323.4
526,T4621A1,PARRYWARE T4621A1 CLARET WALL MOUNTED SINK COCK,CP,PARRYWARE,CLARET,1920,36,19,17668.1
527,T4627A1,PARRYWARE T4627A1 PARRY CLARET BATH SPOUT WITH DIVERTER,CP,PARRYWARE,CLARET,1950,10,7,6584.97
528,T4628A1,PARRYWARE T4628A1 CLARET BATH SPOUT,CP,PARRYWARE,CLARET,1390,24,10,6685.9
529,T4665A1,PARRYWARE T4665A1 CLARET SINGLE LEVER BASIN MIXER,CP,PARRYWARE,CLARET,3680,,2,3550.18
530,T4668A1,PARRYWARE T4668A1 CLARET SWAN NECK PILLAR COCK,CP,PARRYWARE,CLARET,1920,8,2,1859.8
531,T5001A1,PARRYWARE T5001A1 UNO PILLAR COCK,CP,PARRYWARE,UNO,1300,45,8,4534.16
532,T5003A1,PARRYWARE T5003A1 UNO SWAN NECK PILLAR COCK,CP,PARRYWARE,UNO,1940,,2,1827.36
533,T5004A1,PARRYWARE T5004A1 UNO BIB COCK,CP,PARRYWARE,UNO,1150,24,15,8014.95
534,T5006A1,PARRYWARE T5006A1 UNO LONG BODY BIB COCK,CP,PARRYWARE,UNO,1380,59,6,3914.22
535,T5016A1,PARRYWARE T5016A1 UNO WALL MIXER 2-IN-1,CP,PARRYWARE,UNO,5670,25,5,13470.9
536,T5017A1,PARRYWARE T5017A1 UNO 3 IN 1 WALL MIXER,CP,PARRYWARE,UNO,6680,6,3,9477.36
537,T501ZA1,PARRYWARE T501ZA1 UNO TWO WAY BIB COCK,CP,PARRYWARE,UNO,1810,25,15,12907.65
538,T5021A1,PARRYWARE T5021A1 UNO WALL MOUNTED SINK COCK,CP,PARRYWARE,UNO,2000,12,7,6622.77
539,T5042A1,PARRYWARE T5042A1 UNO TALL PILLAR COCK,CP,PARRYWARE,UNO,2310,2,2,2470.00
540,T5065A1,PARRYWARE T5065A1 UNO BASIN MIXER,CP,PARRYWARE,UNO,3850,3,1,1822.85
541,T5066A1,Parryware T5066a1 Uno Mini Angle Valve,CP,PARRYWARE,UNO,690,,50,
542,T5085A1,PARRYWARE T5085A1 UNO HIGH FLOW UPPER TRIM,CP,PARRYWARE,UNO,1420,7,2,1337.18
543,T5136A1,PARRYWARE T5136A1 CASA OH SHOWER SQ WITH ARM,CP,PARRYWARE,CASA,1910,3,3,
544,T5145A1,PARRYWARE T5145A1 3 WAY THERMO STATIC DIV BODY,CP,PARRYWARE,Primary,13000,,2,
545,T5147A1,PARRYWARE T5147A1 3 WAY THERMOSTAT DIV UPPER TRIM SQ,CP,PARRYWARE,Primary,3700,,2,
546,T516099,PARRYWARE T516099 THREADED SEAL TAPE,CP,PARRYWARE,Primary,25,738,182,2338.7
547,T518199,PARRYWARE T518199 LOTION DISPENSER 500ML,CP,PARRYWARE,Primary,790,,1,
548,T5801A1,PARRYWARE  T5801A1 PRUNO PILLAR COCK,CP,PARRYWARE,PRUNO,1180,9,6,3510.00
549,T5816A1,PARRYWARE T5816A1 PRUNO 2 IN 1 WALL MIXER,CP,PARRYWARE,PRUNO,5390,2,2,5340.00
550,T5821A1,Parryware T5821a1 Pruno W/m Sink Cock,CP,PARRYWARE,PRUNO,1860,,2,
551,T6001A1,PARRYWARE T6001A1 STANDARD TOWEL RAIL,CP,PARRYWARE,Primary,1990,3,7,7350.00
552,T6002A1,PARRYWARE T6002A1 STANDARD TOWEL RING,CP,PARRYWARE,STANDARD,1320,3,5,3150.00
553,T6005A1,PARRYWARE T6005A1 STANDARD PAPER HOLDER,CP,PARRYWARE,STANDARD,1120,1,2,1184.00
554,T6006A1,PARRYWARE T6006A1 STANDARD ROBE HOOK,CP,PARRYWARE,STANDARD,820,,1,417.00
555,T6008A1,"PARRYWARE T6008A1 STANDARD TOWEL RACK 24""",CP,PARRYWARE,STANDARD,4260,3,3,6750.00
556,T7201A1,PARRYWARE T7201A1 ESPIRION PILLAR COCK,CP,PARRYWARE,ESPIRION,1500,50,12,9096.00
557,T7204A1,PARRYWARE T7204A1 ESPIRION BIB COCK,CP,PARRYWARE,ESPIRION,1160,7,10,5750.00
558,T7206A1,PARRYWARE T7206A1 ESPIRION LONG BODY BIB COCK,CP,PARRYWARE,ESPIRION,1370,35,12,8328.00
559,T7216A1,PARRYWARE T7216A1 ESPIRION 2 IN 1 WALL MIXER,CP,PARRYWARE,ESPIRION,5170,40,5,13095.00
560,T7221A1,PARRYWARE T7221A1 ESPIRION W/M SINK COCK,CP,PARRYWARE,ESPIRION,1890,21,10,9560.00
561,T7234A1,PARRYWARE T7234A1 ESPIRION TWO WAY BIB COCK,CP,PARRYWARE,ESPIRION,1670,1,5,4125.00
562,T9701A1,PARRYWARE T9701A1 OPERA HAND SHOWER,CP,PARRYWARE,Primary,1290,,4,2716.00
563,T9801A1,PARRYWARE T9801A1 CEILING SHOWER ARM,CP,PARRYWARE,Primary,850,-2,8,3485.36
564,T9802A1,"""""""PARRYWARE T9802A1   WALL MOUNTED SHOWER ARM 15""""""""""""""",CP,PARRYWARE,Primary,1360,14,4,4985.48
565,T9805A1,PARRYWARE T9805A1 SPLASH HEALTH FAUCET,CP,PARRYWARE,SPLASH,890,92,12,5433.6
566,T9808A1,PARRYWARE T9808A1 OVER HEAD SHOWER WITH ARM,CP,PARRYWARE,Primary,1150,61,13,7321.08
567,T9809A1,PARRYWARE T9809A1 OVER HEAD SHOWER WITH ARM,CP,PARRYWARE,Primary,1580,7,10,7848.3
568,T9817A1,PARRYWARE T9817A1 ONE TOUCH SWITCHING WITH HOSE HAND SHOWER,CP,PARRYWARE,Primary,3160,9,3,4660.29
569,T9819A1,PARRYWARE T9819A1 5 MODES AIRMIX HAND SHOWER WITH HOSE,CP,PARRYWARE,AIRMIX,2500,23,1,662.86
570,T9831A1,"""""""PARRYWARE T9831A1 EX NIPPLE 1 1/2""""""""""""""",CP,PARRYWARE,Primary,131.67,157,103,78496.3
571,T9832A1,"""""""PARRYWARE T9832A1 EXTN NIPPLE 2""""""""""""""",CP,PARRYWARE,Primary,179.16,66,57,59008.11
572,T9840A1,PARRYWARE T9840A1 COMFORT FLOW RAIN SHOWER 230MM,CP,PARRYWARE,COMFORT,1910,13,4,3748.4
573,T9844A1,PARRYWARE T9844A1 WATER SAVING GREY FACEPLATE SHOWER 200MM,CP,PARRYWARE,Primary,1420,11,4,
574,T9846A1,PARRYWARE T9846A1 LED FOR TEMP INDICATION SHOWER,CP,PARRYWARE,Primary,6770,,1,3328.52
575,T9850A1,PARRYWARE T9850A1 EASY CLEANING SHOWER WITH ARM,CP,PARRYWARE,EASY,1280,92,10,6316.4
576,T9851A1,PARRYWARE T9851A1 SLEEK SHOWER WITH ARM,CP,PARRYWARE,Primary,1290,65,13,8965.71
577,T9866A1,PARRYWARE T9866A1 3 MODES SOLID BLACK HAND SHOWER,CP,PARRYWARE,Primary,1300,5,2,1247.66
578,T9885A1,PARRYWARE T9885A1 ALPHA SHOWER WITH ARM,CP,PARRYWARE,ALPHA,1410,8,6,4092.06
579,T989199,PARRYWARE T989199 BRAIDED HOSE PIPE 2 FT,CP,PARRYWARE,Primary,192.50,30,10,16219.8
580,T9893A3,PARRYWARE T9893A3 PLUTO CONTROL VALVE 1 INCH,CP,PARRYWARE,PLUTO,2140,,1,
581,T98987C,PARRYWARE  T98987C GALAXY HAND SHOWER W HOSE,CP,PARRYWARE,GALAXY,2780,1,1,1453.47
582,T9898A1,PARRYWARE T9898A1 FT WASTE COUPLING 130MM,CP,PARRYWARE,ALPHA,690,9,11,
583,T98997C,PARRYWARE T98997C GALAXY OVERHEAD SHOWER W ARM 300X190MM,CP,PARRYWARE,Primary,4020,3,1,2099.15
584,T9902A1,PARRYWARE T9902A1 CHROME SINGLE FLOW TELEPHONIC SHOWER,CP,PARRYWARE,SINGLE FLOW,1540,14,5,3739.4
585,T992499,PARRYWARE T992499 GLOW CLEANING LIQUID,CP,PARRYWARE,GLOW,250,7 Bx,6 Bx,32776.2
586,T9927A1,PARRYWARE T9927A1 SINGLE FLOW OVER HEAD SHOWER W ARM,CP,PARRYWARE,Primary,1390,,5,3120.00
587,T9949A1,"""""""PARRYWARE T9949A1   LONG SHOWER ARM  24""""""""""""""",CP,PARRYWARE,Primary,2360,12,3,3506.04
588,T9969A1,PARRYWARE T9969A1 CRUST 3-INLET CONCEALED DIVERTOR BODY,CP,PARRYWARE,CRUST,4730,,1,
589,T9975A1,PARRYWARE T9975A1 SQUARE RAIN SHOWER  200mm,CP,PARRYWARE,SQUARE,3480,16,3,5830.77
590,T9976A1,PARRYWARE T9976A1 ROUND RAIN SHOWER  200mm,CP,PARRYWARE,ROUND,3200,5,6,5089.2
591,T9979A1,PARRYWARE T9979A1 RAIN SHOWER ABS 360*240MM,CP,PARRYWARE,Primary,6090,2,2,5928.98
592,T9985A1,PARRYWARE T9985A1 SINGLE FLOW OVER HEAD SHOWER,CP,PARRYWARE,SINGLE FLOW,1490,,4,2926.64
593,T9990A1,Parryware T9990a1 Rain Shower,CP,PARRYWARE,Primary,11950,,2,
594,C04901C,PARRYWARE TAPTI C04901C BASIN WHITE,SANITARY,PARRYWARE,TAPTI,1790,25,9,7768.08
595,G2742A1,PARRYWRAE G2742A1 ALPHA TALL PILLAR COCK,CP,PARRYWARE,ALPHA,3110,,1,1469.63
596,G4814A1,PARRYWRE G4814a1EDGE BASIN MIXTER,CP,PARRYWARE,EDGE,4010,,1,1031.77
597,A-9,REFLEX A-9 ANTIQUE COLLECTION MIRROR 24*18 OVAL,SANITARY,Reflex,Antique,2300,,1,1265.00
598,CR10,REFLEX CR10 CORNER SHELF 10X10,SANITARY,Reflex,Primary,1250,,2,1376.00
599,D-3,REFLEX D-3 DUO ROUND,SANITARY,Reflex,Primary,3000,,1,1650.00
600,K-2,REFLEX K - 2 KUBIX COLLECTION 24x18,SANITARY,Reflex,Primary,2500,1,1,1375.00
601,K - 5,REFLEX K - 5 KUBIX COLLECTION 24x18,SANITARY,Reflex,Primary,2500,,1,1375.00
602,M-2,REFLEX M-2 MOSAIC COLLECTION,SANITARY,Reflex,MOSAIC,2500,,1,1375.00
603,M-8,"""REFLEX M-8 MOSAIC COLLECTION 18"""" X 24""""""",SANITARY,Reflex,Primary,2500,1,2,2750.00
604,P-1,REFLEX P - 1 PLATINA COLLECTION 24x18,SANITARY,Reflex,Primary,2300,,1,1265.01
605,P-2,REFLEX P - 2 PLATINA COLLECTION 24x18,SANITARY,Reflex,Primary,2300,,1,1155.01
606,P-6,REFLEX P - 6 RECTANGLE PLATINA COLLECTION 24x18,SANITARY,Reflex,Platina,2300,2,1,1265.00
607,P-9,Reflex Platina Collection P-9 Mirror,SANITARY,Reflex,Platina,2300,1,1,1265.01
608,RX01A,Reflex Solo Collection Ess Ess Mirror 24x18,SANITARY,Reflex,Primary,2000,1,1,1100.00
609,RX07,Reflex  Solo Soft Corner Mirror 18x24,SANITARY,Reflex,Solo Soft Corner,2000,2,2,2200.00
610,RX13,"""REFLEX SOLO WAVES MIRROR18""""X24""""""",SANITARY,Reflex,Solo Waves,2000,1,1,1100.00
